Frame,T1Left,T2Left,T3Left,T4Left,T5Left,T6Left,T7Left,T8Left
679,38.53943435,33.78731123,39.22087444,42.69661232,26.12086369,13.31552357,18.24646377,42.54887223
680,37.95978082,34.8753685,39.29987277,42.07512215,26.20429034,15.02637681,18.14434568,42.28370845
681,37.27573023,34.79957333,39.32591776,41.5006853,26.32506334,16.08682243,18.14434568,42.06677359
682,37.26260367,34.38208464,39.67899354,41.16761834,26.01783142,17.00307925,18.15790825,42.34670235
683,37.25814295,35.43601061,39.71600383,40.54295579,26.0505355,17.83342839,18.12359346,42.47037932
684,37.62433255,36.80431453,39.71600383,40.42304056,26.11095709,17.3545798,18.05528931,42.82843243
685,37.94883292,37.21308501,39.05625645,40.72066483,26.23813652,17.8365934,18.12359346,42.00959357
686,38.3321534,37.30982927,39.154854,40.93519561,26.06317249,17.67844699,18.12359346,41.33975984
687,37.87430327,37.60803404,39.27516793,40.96464114,25.93434911,17.32962504,18.12359346,40.68025172
688,37.75787282,37.51051223,39.33133997,41.24011251,26.09119269,17.2844161,18.1337996,40.29451973
689,37.14493128,37.41307151,38.81967501,41.07824261,26.15541734,17.29085585,18.12359346,39.12588995
690,35.80717247,36.93521593,38.57501782,40.94063448,26.17363559,16.68010552,18.15790825,38.81935188
691,35.24215748,35.61023224,38.61259898,41.01784977,26.35030596,16.40952894,18.15790825,37.64120721
692,35.44662873,34.55939629,38.8855387,41.00580642,27.84979713,16.77917376,18.12359346,36.57790371
693,36.04160174,33.61143139,38.96642411,41.01784977,29.27134517,17.36270947,18.07932919,36.18852415
694,36.98650565,33.14225532,38.45699853,41.60147997,30.37477374,18.18163997,18.14823407,35.18141782
695,36.87441606,32.88349373,36.66849896,41.4406054,30.58302483,18.68798116,18.11372783,34.00016376
696,36.15904866,32.53349388,36.58990462,41.98200148,31.20541902,19.05728627,18.11372783,32.5892095
697,36.0296358,32.31859898,36.31499613,41.99794662,31.23781196,19.39128877,18.09502031,31.61278121
698,36.07721497,32.22896089,35.95636111,41.85871704,30.85879479,20.40076234,18.13890052,30.53063301
699,35.0137509,32.38199697,35.48862759,42.54706646,30.25166442,21.07341833,18.21756691,30.55363284
700,34.28814652,32.80840185,35.84774291,42.63924727,29.79331576,22.38935747,17.94692977,30.93050895
701,32.14780465,32.85487118,35.80717247,42.46916095,28.84021747,22.69437569,18.13890052,31.56080709
702,31.50785147,32.40576344,35.61234572,42.43736014,28.39249704,22.89968664,17.78967611,31.56751343
703,28.26707824,32.05480307,35.65085087,42.40560944,28.5600549,23.60551122,17.69263259,32.11437659
704,27.13504833,31.75654288,35.56965538,42.45176764,28.50449508,24.08970037,18.0112054,32.2198617
705,26.08614406,30.81547248,35.61023224,42.45176764,28.84005437,25.256,18.18008757,31.78314522
706,25.22823307,30.41130001,35.68940235,42.45176764,29.17685987,26.97561328,18.07403796,31.70416149
707,24.42068762,30.3704372,35.77295604,42.42010165,29.28885658,28.51274522,17.98376156,31.46088772
708,23.05853976,30.08180101,35.89814034,42.45176764,29.34421374,29.07219923,17.98376156,30.95174257
709,21.89148803,29.62024173,35.73984757,42.42010165,29.45733077,29.16960391,17.9774828,30.25124976
710,20.88679889,29.35025124,35.73221292,42.46631795,29.56932573,29.76425023,18.09978563,30.10722704
711,19.61663294,29.15099889,35.80717247,42.42010165,29.84989112,29.92061711,18.14209867,29.80547064
712,18.52745422,28.45246422,35.77067671,42.42010165,29.84884051,30.92503348,18.14434568,29.28821415
713,17.3655088,28.17473478,35.57168312,42.45176764,29.90656918,30.51013419,18.108793,29.17685987
714,16.44989872,28.3705639,35.52735509,42.42010165,29.84884051,30.39030793,17.79892851,29.12021538
715,15.79835333,28.21160839,35.68571165,42.46631795,29.68047547,30.68524075,17.31450814,29.00821622
716,15.20943917,27.78367636,35.72448886,42.45176764,29.46031147,30.99730259,17.07044979,28.28449073
717,14.99179722,27.39842565,35.60653333,42.46631795,29.35046494,31.59715329,17.0671427,27.40054306
718,14.27033398,27.33350764,35.48544626,42.42010165,29.24406648,31.13786325,16.74999224,27.18083325
719,13.19438911,27.32891802,35.6035387,42.46631795,29.18808963,30.65860636,16.67117272,27.67216074
720,12.03622266,26.53815125,35.83724364,42.42010165,29.20199993,30.06615958,16.71109811,27.94601997
721,11.08870705,26.16920205,35.87655636,42.53291243,28.9758741,29.456,16.63190572,28.16850099
722,9.891730688,25.36311653,36.2347696,42.49665813,28.41408214,29.84584608,16.67305371,28.28088711
723,9.578783221,25.3593451,35.8761193,42.38667338,28.41408214,29.756189,16.52607346,28.44822047
724,9.332530632,24.78985341,36.19264014,42.14810155,28.19025761,30.59758213,16.52607346,28.61605479
725,9.557643224,22.87385792,36.19264014,41.93289573,28.19025761,31.21511531,16.40905116,28.78536184
726,9.62173872,21.9845473,36.19290008,41.30735528,27.90828981,31.25592731,16.41669394,29.12538412
727,9.503515139,20.94347593,36.39108198,40.98289516,27.90424426,31.25683029,16.42108693,29.58157264
728,9.366575468,20.16388851,36.4309161,40.33170386,27.78412784,30.04236901,16.3635028,29.98307149
729,8.993711581,19.28254921,36.54998637,40.04,27.61487136,29.40682587,16.17585954,29.9367536
730,8.221517135,18.76133727,36.39315012,39.75171745,27.55478848,29.34015242,16.00503121,30.08742993
731,8.089819775,18.64051501,36.354051,39.56062123,27.66966744,29.20264426,15.63834467,30.46111751
732,8.291972021,18.56921495,36.3551724,39.0871977,27.66604041,28.95503272,15.51210108,30.51938348
733,8.166981327,18.62452577,36.23701975,39.20435976,27.776,28.10915523,15.46745952,30.82310406
734,7.060887196,18.86460389,36.19809851,38.89158675,28.11289242,27.36131576,15.46745952,30.94429472
735,7.065992924,18.76075222,36.0024257,38.2858612,28.000224,26.54854813,15.46745952,30.80636298
736,6.655524021,19.04823351,35.96752313,37.71112515,28.11289242,25.07681,15.31054748,30.74685597
737,6.172206089,19.10264987,36.05121513,37.35569397,28.168,23.63491925,14.80646778,31.40157244
738,5.460789686,19.6076785,36.21204396,36.80908583,28.28022178,21.93978231,14.45993306,31.58171623
739,4.675245448,19.5920784,36.2147285,36.32332848,28.33622134,20.16559922,14.13342818,31.90432598
740,3.883833158,21.40255237,36.25293985,36.39676909,28.33738337,18.59739681,14.03188369,32.42477374
741,3.58268726,22.44929576,36.25293985,37.25010389,28.56087842,17.13508494,14.11077772,32.53561446
742,4.001159832,23.77053235,36.370351,37.49148767,28.72887328,16.03126545,14.08219074,32.55425994
743,4.23383703,24.43455258,36.29119739,37.36929135,29.00805405,14.82350782,14.04662636,32.67339664
744,4.170026379,25.22823307,36.29672735,37.77215567,29.232,13.53023045,14.08219074,33.08955606
745,4.374098307,25.41345156,36.50585838,38.44880232,29.34448091,11.90787034,14.03903358,33.39948167
746,4.30872603,25.032,36.66067277,38.80654543,29.4013333,10.64898568,13.99596742,33.97294359
747,4.560477168,24.72347678,36.61946149,38.67070664,29.51205313,10.29623621,13.94624881,34.2865002
748,3.816637263,24.2304047,36.58154726,38.4806395,29.288,9.931122797,13.85510621,34.13506631
749,3.61275961,24.04044193,36.6228012,38.12378659,29.06405395,9.434130379,13.94950895,34.03478033
750,3.811704081,24.07726496,36.750552,37.61307858,28.95221663,9.2265842,14.05867704,34.05978743
751,3.833035351,24.28166716,36.94642175,37.38724574,28.78449027,9.184,14.09688079,34.38938069
752,3.987026963,24.22063121,36.98057003,37.33990809,28.8434794,9.276751155,14.01857967,35.18676569
753,3.977182923,23.92747041,36.94277174,37.17999376,28.90142585,9.440111864,13.98262922,35.85561535
754,4.323258031,24.02634954,36.98057003,36.80371807,28.79320475,9.59873325,14.06982587,36.28078323
755,4.746474902,24.74224242,37.14995429,36.46253705,28.51807904,9.469465877,14.03199544,36.59247573
756,4.646312947,25.66560095,37.11241302,36.27313276,28.40613455,8.984117542,14.07339163,37.48241102
757,4.393056339,25.83227253,37.14995429,36.1918603,28.35198758,8.449321866,14.07740203,37.73461011
758,4.346768915,25.9929295,37.22905102,35.80047195,28.19025761,7.633274527,14.11910932,38.3251579
759,4.091450599,26.39644218,37.14995429,35.67991121,28.30444092,7.035525851,14.48192915,39.46124945
760,4.157599307,26.43508457,37.19563673,35.80445738,28.42119997,6.329734276,15.00904474,40.32692163
761,4.480349986,26.66976115,37.12086206,35.60653333,28.53836043,5.886662892,15.63082288,41.45951973
762,4.269242556,26.87673313,37.03747032,35.48655092,28.59160604,5.535225379,16.14481068,41.99298075
763,3.611891471,27.03037107,37.07914735,35.35711572,28.5865602,5.491427501,16.34605371,42.96601597
764,3.185607634,27.20038235,37.03747032,35.80366909,28.64250827,5.579803581,16.83673317,43.7953656
765,3.130495168,26.68756954,36.76727327,35.75107719,28.58420151,5.645177765,17.36902991,44.006345
766,2.955293556,26.32893465,36.81377134,35.71066037,28.58195235,5.773434333,17.98288965,43.58951654
767,2.614666327,25.76882458,36.73471949,35.88970928,28.64250827,5.702659029,18.72821187,43.15707497
768,2.486803571,25.32500551,36.7300239,35.72593724,28.5865602,5.572211051,19.10289612,42.79257506
769,4.112474681,24.60395545,36.69760799,35.51729089,28.58902839,5.349392489,19.23475687,42.2997252
770,5.119024907,23.52273317,36.57190178,34.81961838,28.58902839,5.455331337,19.41609724,42.00836183
771,3.743632461,22.59466415,36.53951724,34.49259074,28.59160604,5.322651971,19.21420308,42.0449626
772,3.342219622,21.80587077,36.53471073,34.39567229,28.64497164,5.554172486,18.7694424,42.09222408
773,2.431328855,21.3037131,36.48828678,34.27314377,28.64250827,6.029564495,18.61172448,42.71537428
774,1.861526256,20.25559557,36.48828678,33.432,28.64754426,6.953477403,18.4994201,42.63189191
775,3.557653159,20.08410157,36.52561096,32.704,28.70615934,7.404928089,18.30523422,43.13178021
776,4.170026379,19.29799326,36.56735681,32.20077912,28.70615934,7.711954357,17.87452981,43.2147323
777,4.931180792,18.20861335,36.64206282,31.81396423,28.65022611,7.95692805,17.56160357,43.11170829
778,4.870712474,17.44901052,36.71695848,31.31682027,28.65301715,8.123089068,17.48644275,43.68061025
779,4.500254215,16.63115149,36.75447706,30.82691915,28.65022611,9.134181956,17.36577968,43.40003613
780,4.339548364,16.07824269,36.67538292,30.35933491,28.65022611,9.603632646,17.32826777,43.48730831
781,4.732248514,15.38899971,36.70909991,30.08034149,28.65301715,9.551242851,17.29538944,43.48442369
782,5.407698216,14.63144012,36.51719595,30.03652283,28.65022611,9.115623511,17.22125199,43.29191185
783,5.892520004,13.98969221,36.4048243,30.39660192,28.65022611,8.814798466,16.69908357,42.87428171
784,5.657108802,13.64895893,36.3257458,30.97427784,28.65022611,8.807502257,16.22348125,42.33333325
785,5.94154458,13.95029577,36.36315058,31.02966013,28.65301715,8.814798466,15.78147167,41.37698993
786,6.75026518,13.88088527,36.27991885,30.97058217,28.65022611,8.807502257,15.72792675,39.85126989
787,8.046091225,14.03858682,36.15536253,31.04643232,28.65301715,8.911745059,15.69529254,38.84160161
788,9.103402441,14.01589498,36.31357124,31.29843958,28.65022611,8.863050491,15.69529254,37.80779771
789,10.9132492,14.08452882,36.27594244,31.63092967,28.65022611,8.814798466,15.69529254,36.99061762
790,12.78101091,13.999776,36.31357124,32.18748278,28.65022611,8.413056519,15.69529254,36.11587573
791,14.35447247,13.99607945,36.30985761,32.27296082,28.70894495,8.024430696,15.81898404,35.24869722
792,16.15335507,14.22366929,36.22719597,32.40886002,28.65022611,7.423538779,15.81898404,35.46396481
793,17.75623924,14.41855915,36.14807591,31.94008491,28.65022611,7.300218079,15.85156144,35.32481598
794,19.28425679,14.66344789,36.23074496,31.71518854,28.65022611,7.262748791,15.7734217,34.69221469
795,21.56290889,15.43854086,36.15163266,31.48475186,28.65022611,7.446105022,15.97522081,33.77060023
796,23.87025865,15.6095417,36.10680069,31.71919293,28.65022611,7.761608081,15.89709709,32.78990088
797,26.01126156,15.88426945,36.11027466,31.54768835,28.65022611,7.723940963,15.76069237,32.13492555
798,27.82163187,15.96245595,36.07252073,31.67348317,28.65022611,7.392212118,16.11681557,31.56830816
799,28.2682431,15.96245595,36.07252073,31.78043172,28.65022611,6.900736193,16.40809556,31.41460246
800,29.5232085,16.0735609,35.95204361,31.71993443,28.65301715,6.738640813,16.29638488,30.85157863
801,30.49409543,16.28483466,35.98321386,31.71993443,28.65022611,6.946257697,16.21806795,30.75659487
802,30.98596947,16.97871609,35.93372121,31.37619582,28.65022611,7.069542559,16.23005213,31.23103482
803,31.50391976,17.51681432,35.88450986,31.09634165,28.76776196,7.085715207,16.28781925,32.00188094
804,31.53834289,18.17655105,35.84109373,30.3109538,28.65892671,7.22942432,16.37356113,32.31859898
805,31.80016101,19.00703028,36.0816044,28.62673771,28.54709512,7.353292596,16.34164055,33.22192625
806,32.23080961,19.93513481,36.23701975,26.26495521,28.55022578,7.16996848,16.40226521,33.41135711
807,33.07064342,20.24521988,36.27598567,24.64025454,28.43223185,7.290546207,16.40140482,33.18348505
808,33.33806569,20.89460485,36.39418415,23.06561077,28.32343595,7.212704347,16.41726701,33.13733459
809,33.78879625,21.49794706,36.47234042,22.32511483,28.01662706,7.14192131,16.07668224,33.13085136
810,33.70734852,22.26632112,36.43324021,21.03551131,27.85317504,6.925232704,15.75422432,32.92152317
811,33.75945497,22.53761727,36.63294692,20.85313981,27.8617306,6.876836482,15.37595213,33.67630669
812,34.58810431,22.49227992,36.59401831,21.52265857,27.98700498,7.022364274,15.42390871,34.42724967
813,34.26577721,22.49227992,36.67807629,23.26434388,28.16894631,6.992604093,15.45285475,35.86156226
814,33.90179134,22.45942119,36.91559757,25.93821829,28.52747952,7.117289372,15.50077572,37.18893341
815,34.19564697,22.38123214,36.99138062,28.28354829,28.89914712,6.94512894,15.52978042,38.40967295
816,34.21050038,22.38123214,37.11448321,28.64338416,28.89914712,6.666117311,15.48194923,39.15148998
817,34.67489974,22.38123214,37.23423113,27.71366392,28.89562015,6.47714505,15.52978042,40.07816363
818,34.57309567,22.77348634,37.39064268,26.94670889,28.95151257,6.120418286,15.55893261,40.50023605
819,34.7633278,23.22062807,37.5845117,24.67662732,29.01826845,5.734192184,15.57011496,40.44212062
820,34.81524999,23.79868232,37.38586171,22.29341643,28.99156291,5.595798424,15.61767614,40.75172752
821,35.0494243,24.63522681,37.38460346,21.28736715,28.99615975,5.324419217,15.63593809,41.30526746
822,34.69167231,24.71224862,37.65869886,21.05756377,28.9702457,5.210708973,15.54058017,41.3922211
823,34.09512528,24.63522681,37.46002371,20.83508579,28.95432873,5.158387345,15.64726583,41.47755595
824,33.84443753,25.16238971,37.53921896,20.99454863,28.92382381,5.210708973,15.61235408,41.77558713
825,32.98518843,25.21990325,37.0650628,22.0854515,28.97928308,5.230831674,15.689697,42.56154734
826,32.36843598,25.9995643,37.58951769,23.69799316,29.27921857,5.047771786,15.39358412,42.60102234
827,31.86478734,26.32595677,37.51686554,24.31251464,29.41338362,4.784642097,15.12798308,42.47045316
828,31.54788716,26.77174869,37.48387515,23.73039233,29.80936336,4.631778924,15.05244166,42.12398766
829,31.03011492,26.79896953,37.45529346,23.00584691,29.80152479,4.50304075,15.05244166,41.75798003
830,30.40805157,27.55530062,37.31638482,21.53846197,29.78615732,4.558069767,15.00643275,41.34169421
831,29.87341507,28.50702538,37.28346937,19.69178509,29.77120327,4.786607985,15.03847652,41.45819601
832,29.8248766,29.17299025,36.98688719,17.73856905,29.7495487,4.771844088,14.95210487,41.33543565
833,29.92098394,29.62738733,37.14493128,17.17073604,29.60430347,4.705333144,15.15035472,41.19803957
834,29.18373794,31.16564776,37.22926161,16.46409524,29.86333565,4.593365651,15.13668709,40.75792183
835,27.72005657,31.83229354,37.26609612,16.96984808,30.11790165,4.544633759,15.10049112,40.75680616
836,26.26692521,32.40736015,37.10282102,19.15208187,30.27938176,4.429667256,15.5144258,40.56770026
837,24.81564668,32.7105199,37.38728768,21.32600291,30.19189507,4.544633759,16.27298719,40.04391589
838,24.03189614,33.0618233,37.46102828,21.19324421,30.11696452,4.497117299,16.43654854,39.27097575
839,23.80322802,33.90669362,36.98688719,20.88447155,30.26290984,4.341354627,16.43654854,38.04197513
840,23.85764314,35.23712951,36.76646298,18.97044944,29.97187802,4.112474681,16.4732355,37.29490689
841,24.08162785,35.40023955,36.38362709,18.26398598,30.07632744,3.811704081,16.88379104,37.24572588
842,24.24825866,34.55218152,36.3775069,17.39221527,30.00100372,3.271569654,16.83961995,36.61355203
843,24.4170275,34.42802393,36.01914602,17.10211028,30.10457082,2.910384167,16.65395184,37.12973148
844,24.47257665,34.40975583,35.62431978,16.79449243,30.20274742,2.431328855,17.19564782,37.20423546
845,24.528,34.59608209,35.22346581,18.21274631,30.19568605,2.375878785,17.20303229,37.38573589
846,24.58406378,34.58901097,34.89590922,18.59756543,30.07950744,2.302138137,17.04645887,37.68529559
847,24.75257013,34.68692618,33.32597593,17.84678795,30.24876169,2.354665157,16.76954573,38.40024167
848,24.92402664,33.63922377,33.15398643,16.81128954,30.13320401,2.354665157,16.45151908,38.28094628
849,25.2022399,33.40304944,33.26630968,15.82413751,29.73937457,2.357992366,16.43778866,38.20866499
850,25.36898894,32.98585394,33.14178221,15.67249821,29.79457884,2.532413868,16.43177799,38.24902488
851,25.64806114,32.5028747,33.00030157,15.62118971,29.85325282,2.529935968,15.87054227,38.42008142
852,25.81606074,32.18499824,33.19572117,15.62590669,29.91286011,2.656313235,15.17641328,38.59509275
853,25.36898894,31.77337552,33.52899163,15.64125212,29.96884355,2.806711955,14.68631363,38.7430163
854,24.93063144,31.14264677,33.25593842,15.70248388,29.91427539,2.890923728,14.68065394,38.7432996
855,24.20133153,30.55081014,33.75959431,15.76974318,29.9675355,2.893092463,14.80456146,38.56790375
856,23.24168669,29.35623409,33.56806482,15.87528393,29.9103439,2.827306846,14.75862975,38.5991146
857,22.736,26.65488233,33.48903008,15.88111029,29.74359225,2.693827017,14.75862975,38.43950301
858,22.90406846,25.5885687,33.53633301,15.81957876,29.57441597,2.780330916,14.83661848,38.0048199
859,23.128,24.79434387,33.53109602,15.81957876,29.57330255,2.75540487,14.68065394,37.38351294
860,23.12861016,23.61029335,33.53633301,15.81957876,29.73937457,2.704863767,14.7266159,37.13475655
861,23.1313218,22.66941975,33.53633301,15.87528393,29.84931329,2.382469307,14.80456146,36.86880264
862,23.0775042,21.58732813,33.22574905,15.87528393,30.01683581,2.460178855,14.80456146,36.67555393
863,23.08022184,19.72162265,32.89112221,15.87528393,30.24082962,2.900129652,14.7266159,36.91933521
864,23.02424183,17.83483513,33.01915953,15.87528393,30.40846408,2.900129652,14.64868376,36.96173935
865,22.85355815,16.23362634,33.49272876,15.87528393,30.52046238,2.900129652,14.75862975,36.81875435
866,22.41574447,14.78919606,33.99647417,15.86965305,30.40928911,2.515017296,14.7266159,36.63512981
867,23.04894965,13.96018338,34.05803799,15.87528393,30.12930109,2.075024819,14.7266159,35.91643724
868,22.99009735,13.19747855,33.96832784,15.93099118,29.90420974,2.494986974,14.7266159,35.26221774
869,22.82836411,12.60796193,33.96832784,15.98110885,29.56847727,2.689166414,14.7266159,34.56112035
870,22.59577447,12.45795489,34.2216362,16.13781646,29.62590542,2.860936909,14.43290685,34.40059534
871,22.63958869,11.75746639,34.131621,16.24936282,29.802314,3.097766938,14.41942911,33.80772456
872,22.63570984,12.30624687,34.3265383,16.52825556,29.81520149,3.999591979,14.41942911,33.69739218
873,22.63238458,13.44058332,34.31648747,16.64481661,29.9367536,3.883833158,14.23105337,34.20114899
874,22.63238458,13.75367296,34.19550941,16.64481661,30.11285121,3.752417887,13.85544572,33.93174891
875,22.68559931,14.08040908,34.06996002,17.03523314,30.05692732,3.712086206,13.63930555,34.0999078
876,22.74041336,13.72856875,34.13635247,17.26853323,30.05990073,3.506154589,13.42003517,34.28444219
877,22.79537076,13.64746541,34.13249384,17.14295284,30.01694028,3.526221774,12.76910522,34.44
878,22.73848262,13.64895893,34.24929967,17.28514183,30.35933491,3.755759311,12.45631856,34.14682369
879,22.85047045,14.82636355,34.28028005,17.13014279,30.4152183,4.329781519,12.57259241,34.28851236
880,22.79371984,15.62751215,34.35064832,16.83729194,30.29988145,4.62602032,12.39612843,33.92624942
881,22.85047045,15.77819255,34.5352504,16.69936526,30.2550333,4.432851904,12.5705968,33.39952862
882,22.84971562,17.60805997,34.6520561,16.40886005,30.02775143,4.237168866,12.69916533,33.00548027
883,22.9624584,18.83906919,34.65006505,16.91209271,30.03156313,4.30872603,12.69607813,33.18395757
884,23.01933796,20.16661003,34.68819188,17.1802305,30.08742993,3.87696376,12.75940061,33.660612
885,23.07532986,21.8917029,34.68783026,16.99791422,30.45185052,4.007816363,13.27247257,34.04219687
886,23.0763491,23.25160192,34.96557667,16.80242649,30.46590435,4.033555256,13.94658611,34.23043231
887,23.13233858,24.54269879,34.96683228,16.98979458,30.59240586,4.007816363,14.85562951,34.68190814
888,23.24546442,25.00084863,34.88853932,16.8629753,30.76485267,3.939551243,15.64365788,34.93381262
889,23.3027298,25.01295025,34.81169183,17.03514109,30.65333809,4.045975778,16.11681557,35.3936392
890,23.41469761,24.97053752,34.49368174,17.13682351,31.08933193,4.094132387,16.43435426,35.40776864
891,23.47362094,24.97053752,34.37688526,17.23217456,30.87637077,4.213418565,16.63134005,34.73778899
892,23.36515697,25.37146113,34.42069052,18.03486934,30.69888128,4.213418565,17.14962857,35.17767383
893,23.48330471,25.42288984,34.49986342,18.27231173,30.77010185,4.209322986,17.11090974,35.36904319
894,23.47903099,26.19441528,34.42488123,18.10004552,30.67501915,4.147404007,17.32428584,35.57758935
895,23.48110117,26.63675776,34.3457181,18.50043718,30.56358722,4.201493068,17.73255718,35.22204128
896,23.53706048,27.44205707,34.22585128,19.3148051,30.56928131,4.201493068,18.22901072,35.1139202
897,23.59301998,27.72865319,34.10602293,19.60647893,30.72517456,4.205969092,18.17586091,34.90422095
898,23.59521307,28.43840783,34.07230711,19.37729475,30.71435365,4.321081346,18.2193743,34.776
899,22.89434515,29.0817441,34.03404319,19.99396069,30.70909494,4.325071098,18.37772913,35.08175412
900,22.14125561,30.00413945,34.07497616,20.1068076,30.82585097,4.376965159,18.57858552,35.57459228
901,21.11912877,30.73277755,34.15412408,19.67641105,30.60286,4.446625687,18.90022815,35.51870358
902,19.80983675,32.01642978,34.19234534,19.73497525,30.67501915,4.279513991,19.06477212,35.35463217
903,18.6744677,31.99325629,34.1873923,20.16069999,30.61930267,4.411222053,18.91416062,34.77072424
904,17.51117403,32.29845817,34.15412408,19.9363146,30.61930267,4.411222053,18.6963697,33.65208629
905,16.38236906,32.45396888,33.95230631,20.44766979,30.56358722,4.355777772,18.15644018,32.68750269
906,15.38482161,32.23275551,33.56194512,21.28471527,30.44103546,4.411222053,18.2,31.76310917
907,12.58555617,31.43915012,33.23990373,22.17854531,30.43562649,4.47474692,18.15644018,31.56855651
908,12.05886894,30.61617873,33.31661159,22.91556676,30.42511489,4.723293766,18.19172735,29.717433
909,11.73597546,29.65706284,33.51336832,24.01218357,30.77010185,5.28480993,18.15644018,29.09354953
910,11.51804428,28.50752041,33.51121603,24.34428919,30.87637077,5.206494406,18.10498274,29.74464658
911,11.40916684,28.267522,33.51823384,24.88675535,30.99841544,5.158387345,18.07768127,29.71864654
912,11.3547509,27.41930648,33.67653949,24.99413691,30.97777061,5.428246126,18.07768127,29.07958734
913,11.25948205,27.05588291,33.52384703,25.15621975,30.80549769,5.802691789,18.10498274,28.33826868
914,10.9625632,26.77772208,33.32169407,24.76441318,30.57748714,6.759318309,18.02617297,27.5194279
915,10.39626087,26.9026821,33.27587667,24.4268508,30.73548152,7.172592279,18.02617297,26.91247205
916,10.28953332,27.09294816,33.31228146,24.15476765,30.8896731,8.260711834,18.10498274,26.16584644
917,10.18291903,27.65589355,32.77052822,23.70943711,30.92178831,9.422988061,18.11294874,25.73966154
918,9.934753545,28.39260749,32.84966874,23.63306159,30.92178831,10.07144081,18.11294874,25.31107078
919,9.794238306,28.91693815,32.80328764,24.02458741,30.78232948,10.09507761,18.06952617,24.83270102
920,9.368751464,29.28805354,32.92595232,24.36778726,30.90291896,10.13785618,18.14832047,24.21072424
921,9.320257507,29.68132073,32.96417061,24.98660761,30.73548152,10.25916332,17.74643446,23.85422529
922,9.30089028,29.46781512,32.96417061,24.54435984,30.6796704,10.25916332,17.86083985,23.45604638
923,9.315882352,29.1456733,33.12815359,24.38836969,30.61484712,10.14975862,18.0112054,23.20117238
924,9.157498348,29.1110063,33.32169407,23.92484901,30.34021912,10.21658573,18.09008038,22.27899315
925,8.769857467,29.95125854,33.79158049,23.505729,30.28440444,10.13785618,18.04712409,21.86525719
926,8.475447835,30.78197291,34.10822962,23.31779749,30.32703771,9.501700058,18.0112054,21.77276831
927,7.622996786,31.28917001,34.3457181,23.93566043,30.20305892,9.38480474,18.0112054,21.69051406
928,7.019907692,31.32658219,34.41886831,24.27133288,30.3071255,8.710475532,18.0112054,21.59074172
929,6.043072066,31.72888047,34.49495453,24.78264167,30.19168733,8.235047055,18.05424715,21.84114869
930,4.825107667,31.91606993,34.61307406,25.61900545,30.19168733,8.01289361,17.90406792,22.33971889
931,3.56689669,31.91769114,34.77144576,25.7755779,30.30345195,8.276830311,17.70317576,22.63986572
932,2.662209609,32.02969922,34.85063167,26.38194413,30.35933491,8.808214348,17.74643446,22.86535615
933,2.163804058,32.01931917,35.00685373,26.49516182,30.4152183,9.885546621,17.78976425,22.72420384
934,3.401740731,32.26674127,35.16443294,26.65652941,30.24756942,10.73171002,17.74643446,22.6971392
935,3.338464318,32.00428171,35.20440791,27.33626105,30.23714801,11.37392949,17.78976425,22.86316164
936,3.411866351,31.57272849,35.24362569,27.82022286,30.12872862,12.20774312,17.78976425,22.95057367
937,3.556330693,31.34579678,35.32175307,27.72277158,30.34895188,13.33928934,17.71096835,22.17161573
938,3.660618527,30.83449704,35.71737773,28.41678603,30.29641405,13.40553915,17.45089751,22.5000864
939,3.294494802,30.49923697,35.99563085,28.82520786,30.24051851,13.90842047,17.21305551,23.19082991
940,2.813965174,29.75913977,36.11552841,29.56174176,30.35577098,14.48853229,16.97622243,23.23082228
941,2.730825516,29.15874346,36.27486182,29.73099016,30.41166092,15.46948687,16.90569419,23.06989311
942,2.662209609,28.47973034,36.23996203,30.06819343,30.46075718,16.96735312,16.77646351,22.95754133
943,2.661031379,27.7743064,36.24567285,30.4883873,30.46410294,17.49657246,16.16422321,22.5971623
944,2.75824872,27.31078146,36.77772021,31.33368896,30.51666037,17.71229629,15.57011496,22.29123595
945,3.036935297,27.11013154,36.54033257,31.24263036,30.57256391,17.94631817,15.11232398,22.1512387
946,2.629615942,27.05820097,36.42674095,30.63875611,30.57256391,18.61635754,14.64868376,21.74884567
947,3.494058958,26.53200573,36.55877985,30.03041445,30.52698636,19.37341023,14.52830396,21.23648182
948,3.584437473,26.42298151,36.85570132,29.27680857,30.58287102,19.60647893,14.82096893,20.6688558
949,4.570437178,26.10735375,37.15024974,28.67839772,30.64238946,19.5530638,15.89660391,19.94236977
950,5.299919999,25.96087764,37.73008052,27.57407246,30.64612471,19.78734464,16.63115149,18.32056069
951,5.441229273,24.99695982,37.85616568,27.58623889,30.63875611,19.19436251,17.27125705,17.47926772
952,6.08624942,24.33707427,37.82454907,26.85227737,30.69826836,19.20024333,17.70565559,15.7968645
953,6.184641623,24.45937432,37.76846092,26.6439973,30.70199681,19.38061217,17.34843486,14.224
954,6.144963466,25.08856249,37.66573488,25.43072158,30.70582694,19.35559619,17.42383104,12.6318176
955,6.457749453,24.82221715,37.47170025,26.0382537,30.75414769,19.46263867,17.86610646,11.47562844
956,6.919796529,25.27561101,37.29154328,27.05379648,30.70199681,18.93007089,18.50755521,10.98428259
957,6.891641314,25.45358631,37.23494703,26.7738571,30.70975871,19.01074223,19.13766715,10.52710635
958,7.013427122,25.17696725,37.39278134,25.82620189,30.70582694,19.37065822,19.68342247,10.030724
