Frame,T1Right,T2Right,T3Right,T4Right,T5Right,T6Right,T7Right,T8Right
6191,6.90527914,36.51788296,31.07752783,20.83094621,24.95847816,19.77371022,10.64545124,27.39092755
6192,6.828556509,35.72167969,31.46607062,21.01932977,25.13202387,19.41609724,10.36862344,27.73131082
6193,6.717432843,34.93197229,31.16665398,21.27543109,25.71320968,19.01074223,10.21366927,27.82304081
6194,6.489479486,33.95226013,30.79857451,21.5672715,26.1737554,18.67026899,9.847883021,27.82304081
6195,6.312866861,33.16717896,30.79857451,21.60468097,26.43988865,18.11528592,9.559119625,27.86268731
6196,6.06301839,32.76,30.58302483,22.03313577,26.47473664,17.62301404,9.442603031,27.82304081
6197,5.986502151,32.38456324,30.25912728,21.99488668,26.75821579,17.462305,9.73385679,27.8428148
6198,5.923307184,32.48781975,30.04283875,21.88976893,27.09670976,17.18141694,9.275905993,27.6398437
6199,5.515360369,32.78774893,29.9189925,22.00479366,27.36704588,17.54731204,9.380125372,27.6398437
6200,5.450155227,33.15086485,29.9189925,21.61578238,27.59760453,17.86329779,9.263050038,27.6398437
6201,5.283029434,33.12294673,29.90237449,21.21343273,28.06946583,18.02051808,9.607550364,27.6923822
6202,5.264297864,33.41323426,29.53573998,21.1577012,28.32271625,18.54538735,10.14589572,27.79276107
6203,5.103686511,33.74105724,28.99421294,21.44536798,28.53127183,19.50360295,10.48875665,28.47229671
6204,4.892554343,33.60186661,28.67927252,21.65433906,28.74278762,20.16777628,10.00771862,28.59676066
6205,4.943883494,33.15445937,28.12610801,22.07998406,28.89089877,21.71681155,8.941080024,29.11423789
6206,5.041555316,33.05693803,28.14394201,22.12574103,28.84956735,22.31141484,8.042192736,29.60621016
6207,5.147737367,33.20729173,27.91458171,22.12857555,28.79821439,22.42665414,7.117289372,29.65378465
6208,5.246097216,33.27587667,27.85413205,21.92183642,28.991617,22.49834412,7.012756377,29.86454326
6209,5.241911102,32.84413129,27.53315616,22.43699944,29.138571,22.44768924,6.971044111,30.25658804
6210,5.206494406,32.36436658,27.72265846,22.79392621,29.35751597,22.50573047,6.500343376,30.84034449
6211,5.459928205,32.04183765,27.48510578,22.85801741,29.4166886,22.40279983,5.945765552,31.3187729
6212,5.492854995,31.75915969,27.26210909,22.70397745,29.73099016,22.77135183,5.343820356,31.46223336
6213,5.660433906,31.6388106,27.12765084,22.84065568,30.16051034,23.01279783,5.063898893,31.65843003
6214,5.685861764,31.72215882,26.86768885,22.84607835,30.34481834,23.57786216,4.209322986,31.85469812
6215,5.744300828,31.88525126,26.69132953,22.79034883,30.71741656,23.24263118,3.883025624,31.83544591
6216,5.87759951,31.81021823,26.69132953,22.79034883,31.08504464,23.12644063,3.483272025,32.22297615
6217,6.383508753,31.69263586,26.35554196,22.73462065,31.47279714,22.82396775,3.52977733,32.45266436
6218,6.464301973,31.61119397,26.30694996,22.74020651,31.47204982,22.38557536,3.850992599,32.82158997
6219,6.630740532,31.6072255,26.07291683,22.55660258,31.24845161,21.60540673,3.804704456,33.11963285
6220,6.734218292,31.60405037,25.86575682,22.57307139,31.30900854,20.51725674,3.29259047,33.4432075
6221,6.962266298,31.56160199,25.68013707,22.51736255,31.6019169,19.52345051,3.134499641,33.73004168
6222,7.163185883,31.5602109,25.25450993,22.51736255,32.06257981,18.79940935,2.94732421,34.05067095
6223,7.422693851,31.59958481,25.34549112,22.52314152,32.23547958,17.96936949,2.772989722,34.27950245
6224,7.571605906,31.64,25.41024297,22.30037847,32.1290697,17.39365769,3.463408726,34.74316002
6225,7.961656109,31.75915969,25.04396135,22.16482547,32.2437963,17.03145889,4.015242957,34.99287607
6226,8.35526756,31.71919293,24.74667816,22.00479366,31.97344999,17.03173508,3.778651611,35.16380867
6227,8.474337732,31.71919293,24.77517467,21.58180715,32.50919378,17.31124767,3.936365837,35.22916337
6228,8.632359585,31.75915969,25.27164039,21.29657249,32.82364416,17.89031291,4.008989898,35.27311044
6229,8.830438268,31.75915969,25.23985293,20.70531371,32.88916758,18.43761199,4.771844088,35.29519673
6230,9.031464997,31.75915969,25.50122193,20.72643143,33.03207363,18.67984068,5.063898893,35.84437473
6231,9.149275818,31.75915969,25.92267764,21.10865756,33.67425794,18.80883197,6.110931844,35.90490997
6232,9.192191469,31.79917483,26.27713105,21.08650981,34.11765244,18.33057162,7.198777674,36.3696612
6233,9.350490896,31.83835172,26.35714825,21.15733064,34.54632692,19.6939349,7.840799959,36.26535096
6234,9.667098841,31.83923818,26.04481676,20.8339569,34.85522056,20.89482998,8.288,36.38888446
6235,9.860612557,31.80016101,25.51763375,20.49332223,35.19732535,21.98697214,9.167937173,36.99481391
6236,10.05788686,31.76113449,24.98434838,19.97779888,35.45724366,22.41938162,9.269141924,37.43921452
6237,10.25656473,31.76113449,23.99683312,19.14946182,35.71808013,22.51979964,9.461845909,37.70264203
6238,10.53574183,31.76113449,24.08416708,18.77303428,36.0560426,22.51011932,9.676825926,37.75450892
6239,10.65546245,31.80134437,23.85659154,18.34835535,36.16598623,22.5598695,10.48636448,37.48011014
6240,11.13893352,31.76241804,23.13776065,17.602538,36.14343426,22.66941975,10.92330206,36.98158763
6241,11.3010442,31.7235428,22.81427904,17.01487914,36.01444421,22.34343859,11.41521231,36.36681564
6242,11.54265827,31.76389901,22.53455586,16.27857488,35.89770355,21.71767796,11.5617964,36.07134708
6243,11.61740212,31.7235428,22.32202428,15.75989645,35.75327006,19.8326196,11.72126956,36.04160174
6244,11.62172035,31.7235428,22.31078233,15.66088835,35.92468744,18.72687224,11.58929437,36.07026033
6245,11.61740212,31.7235428,22.48119285,15.33878744,35.89779091,17.78482769,11.87213207,35.71803623
6246,11.65903324,31.7235428,22.79034883,15.22952921,35.81733033,18.50204745,11.92221456,35.25550261
6247,11.77984991,31.7235428,22.9687398,15.51614385,35.78930164,18.48754997,12.2121094,35.02906313
6248,11.77558967,31.7235428,23.57067873,15.75671235,35.6392817,18.64354301,12.48749775,34.23336384
6249,11.81321294,31.7235428,24.30070945,15.75671235,35.75173506,19.68501562,12.70064691,34.02132508
6250,11.85098139,31.64436076,25.25376487,15.70438104,35.73155468,20.61606364,13.47774699,33.98221935
6251,11.89232223,31.64436076,25.98906847,15.70438104,35.6161761,21.62187485,14.41986408,33.29283599
6252,11.93378264,31.60553876,26.56832641,15.48407595,35.74555055,21.35480536,14.70285306,32.68332908
6253,11.98478502,31.68471884,27.47340823,15.3280501,35.84883641,21.28604125,14.81461981,31.97089977
6254,12.13353436,31.64436076,27.54676373,15.31832889,36.05565121,21.07163249,14.81832379,30.94733488
6255,12.28788542,31.64436076,27.26285678,15.30962573,36.51560718,20.42772234,14.81832379,30.22947224
6256,12.28788542,31.64436076,27.2729199,14.92008579,36.83463587,20.22003284,14.81832379,29.7052421
6257,12.36700125,31.64436076,27.44485671,14.66408947,37.08214967,20.21631025,14.76638344,29.18373794
6258,12.32928741,31.64436076,28.11735407,14.60838116,36.94183796,19.83459604,14.81832379,28.7890657
6259,12.37511309,31.64436076,28.53478887,14.47965524,37.2179303,19.24396633,14.82223843,28.16644131
6260,12.37511309,31.64436076,28.73547661,14.42899525,37.28103003,18.54141311,14.82223843,27.46221958
6261,12.3379324,31.60405037,28.2624183,14.22929035,37.14324272,17.64035555,14.82223843,26.59858523
6262,12.29604945,31.60405037,28.04755961,14.1041089,37.13036493,16.86725206,14.82223843,25.24656143
6263,12.3379324,31.64436076,27.93120348,13.97634802,37.0581666,17.11310889,14.81832379,24.01721116
6264,12.3379324,31.60405037,27.98700498,13.43113041,36.95342366,17.29103722,14.81832379,22.26667321
6265,12.3379324,31.60405037,27.98235444,12.93551514,37.1260995,18.07351742,14.762454,21.49364334
6266,12.3379324,31.60405037,27.96486596,12.79069912,37.18724685,18.59410831,14.81832379,19.96021002
6267,12.3379324,31.64436076,28.20004539,12.43477447,37.10362397,19.09632844,14.762454,18.54817727
6268,12.3379324,31.60405037,28.02960835,12.89241141,37.2697986,19.11208707,14.71052956,17.19528307
6269,12.3333564,31.60405037,28.02960835,12.82143206,37.47274636,19.32032463,14.762454,15.62359856
6270,12.46424647,31.60405037,27.74041269,12.91549891,37.74437389,20.21413842,14.81461981,14.33796861
6271,12.58555617,31.56517879,27.24916498,13.04812017,38.2359864,20.88890078,14.81832379,13.8202055
6272,12.61703737,31.56517879,26.81721835,12.80748281,38.75078611,21.49823881,14.6546768,13.10746963
6273,12.72482173,31.56517879,26.75475823,12.74304579,39.07179034,22.14231786,14.50529724,12.39473695
6274,12.88304312,31.64436076,26.59027191,12.52160501,39.31901932,23.1280678,14.30413646,11.92221456
6275,13.11703625,31.68323418,26.2654328,12.31809076,39.49719342,23.71393379,13.97623583,10.75214583
6276,13.22951851,31.68323418,25.99377402,11.95963879,39.45397724,23.72107384,13.39243249,10.51995437
6277,13.27010957,31.64297331,25.64347558,12.03270477,39.86417339,24.11546226,12.70496722,9.742229724
6278,13.30704235,31.68323418,25.58072399,11.74091785,39.93942614,24.39267693,12.14167303,10.32543423
6279,13.42424076,31.68323418,25.58409506,11.3668965,40.05170738,24.64330887,11.52362443,10.63115422
6280,13.54343531,31.68323418,25.58072399,11.41095333,40.24160156,24.16638459,10.66208235,10.68764071
6281,13.62193525,31.68323418,26.12506536,11.64153667,40.21162658,23.31860442,10.62067719,10.00818865
6282,13.62170503,31.68323418,26.79382018,11.88704707,40.53924281,22.25800997,10.59717698,9.181438667
6283,13.78009695,31.68323418,27.53452291,11.97994324,40.30837055,21.3094533,10.83596382,8.502046812
6284,13.85929291,31.64079291,28.19743194,11.91234654,40.1510237,21.03990875,10.82713332,7.435357691
6285,13.97859163,31.71820424,28.68271675,11.6964952,40.40057505,20.52634912,11.05982278,6.987669139
6286,14.18691228,32.0791541,28.91992033,11.78570524,40.4917564,19.65568091,10.99441313,6.34878004
6287,14.2355701,32.28520206,29.2243285,12.01496933,40.54616569,19.73569031,11.58157986,5.283029434
6288,14.36593749,32.63834506,29.20602678,12.19849171,40.58903024,20.23553627,11.26992174,3.786941774
6289,14.40811549,32.75157499,29.04289793,12.30025691,40.73922061,20.39484327,10.95383476,2.739424757
6290,14.40811549,33.06547492,28.88454812,12.24493495,41.14887469,19.92663825,10.45416663,2.265059823
6291,14.37139381,33.26239727,28.6103008,12.25376742,41.48122274,19.44748662,10.38962251,2.893092463
6292,14.41377341,33.65837596,27.80156082,12.3643384,41.61127847,19.4031717,10.31145383,2.643294914
6293,14.33479682,33.73785055,27.17477536,12.48950664,41.75429999,18.26707639,10.41660213,0
6294,14.41986408,34.01855964,27.24916498,12.46135274,42.46487791,17.64888665,9.975704887,3.153948636
6295,14.23259583,34.46125523,26.77643382,12.5860545,42.98805267,16.81809692,9.536456365,2.820087942
6296,14.08219074,35.07822299,26.32148932,12.84452506,43.09948603,15.79358857,9.02295384,2.825087609
6297,14.04662636,35.92198124,26.32,12.81531584,43.18761971,15.48529109,8.479886792,3.138499004
6298,14.1418573,36.0556947,26.20805983,13.07537043,43.54571667,15.99130964,8.369330678,0
6299,14.1418573,35.48496019,25.36824724,13.57015313,43.61533675,16.92738373,8.123668137,0
6300,14.10688796,35.04794796,24.47302515,13.2388785,43.94890561,17.51654578,8.11130569,2.981178291
6301,14.07205458,34.71710956,23.91731089,13.2388785,44.28860115,17.93137139,7.777551286,0
6302,14.10688796,34.42724967,23.31544381,13.17048093,44.19223244,18.55350231,7.70788687,0
6303,14.07205458,34.1813376,23.14128432,13.35162612,44.19425483,19.7568127,7.279353817,0
6304,14.31728466,33.94214466,22.45711718,13.3239994,44.0182086,20.01864891,6.888910509,0
6305,14.20414362,33.6271024,21.72915461,13.12420664,43.98770592,19.9606028,6.110162027,0
6306,14.24834138,33.38788379,21.35480536,13.28156617,44.02875133,20.50892489,5.492569526,2.73484186
6307,14.25846219,33.47062425,21.36838487,13.06001164,43.84857215,20.55474641,4.783986622,2.746284763
6308,14.19055912,33.47062425,21.31246996,12.82412227,43.73632266,21.3920733,4.213418565,2.68858327
6309,14.26901538,33.47062425,21.3653761,12.67098228,43.50104367,22.62573261,3.361866148,2.951045916
6310,14.23523965,33.47062425,21.31246996,12.52423443,43.2560762,22.91741416,3.035385972,3.045185052
6311,14.43681738,33.50925078,21.31246996,12.34365003,43.07841631,23.15991019,2.618262019,3.16783838
6312,14.52646908,33.54792631,21.3094533,12.31503536,43.07841631,23.78365556,2.31504298,3.841208143
6313,14.67210687,33.54792631,21.3094533,11.83032307,43.06633024,24.28334606,2.565020078,4.617878301
6314,14.77402694,33.46706369,21.70388352,11.12047769,43.00931248,24.67929594,2.873514921,4.897679451
6315,14.53844558,33.5074726,21.98347743,10.85490341,43.05438644,25.55429169,2.8267522,5.152304339
6316,14.3711756,33.5074726,22.44727012,10.70786776,42.79843735,26.38188469,2.939866664,5.43748177
6317,14.3711756,33.5074726,23.06934936,10.30460868,42.58464024,25.42103948,2.784838954,5.985716331
6318,14.3711756,33.54624366,23.56854989,9.807836867,42.75045282,24.65838405,2.637356252,6.26224241
6319,14.50929633,33.58665068,23.89074465,9.827002798,43.31179165,23.99964266,2.716432955,6.375397713
6320,14.50929633,33.6271024,23.81481892,9.339080897,43.53682175,23.21103737,2.417747712,6.208175255
6321,14.48398619,33.66582885,23.24168669,8.626363313,43.87977903,22.5189641,1.934230596,6.167631636
6322,14.27560717,33.66582885,22.904,8.44560951,44.12249204,22.2702643,1.882466467,6.163053789
6323,13.99596742,33.70627858,22.40111997,8.491528013,43.95839488,22.85712563,2.444834555,6.15414267
6324,13.59451183,33.66759867,21.89857785,8.692996721,43.90489285,23.6206513,2.890923728,6.095774274
6325,13.45457543,33.66582885,21.40255237,8.872952158,43.85168311,24.43840257,3.136,6.1060547
6326,13.32847058,33.70627858,21.23463586,9.104780283,44.08750934,25.86939381,3.088134712,6.296950373
6327,13.28664171,33.70627858,20.44766979,8.856148147,44.02739802,26.70472018,3.088134712,6.218269856
6328,13.20745486,33.70627858,19.7775954,8.267162996,44.06274871,27.51760455,3.463408726,6.330229696
6329,13.27625248,33.66582885,19.21461111,8.051740681,44.18495816,28.40370567,3.48866966,6.140879416
6330,13.408463,33.50588151,18.42434042,7.736922386,44.41138953,28.86255429,3.70785976,6.051369432
6331,13.77702435,33.42529246,18.03234782,7.404928089,44.39740605,28.49051941,3.785699407,6.023580331
6332,13.85555888,33.30474945,17.5872099,7.258645604,44.19673834,28.02490892,4.008989898,5.971028722
6333,13.79215313,33.34385029,17.25536207,7.237661501,43.97640458,27.47340823,4.24308567,5.802691789
6334,13.79215313,33.34385029,17.09110459,7.28,43.80606935,27.2729199,4.389842822,5.631829543
6335,13.56564602,33.38393865,17.09110459,6.936092272,43.57195869,26.94251896,4.685630801,5.950247054
6336,13.48705097,33.34385029,17.31704363,6.66846909,43.16946254,26.5118455,4.583113352,6.659998799
6337,13.42902886,33.34385029,17.43363737,5.858895459,42.85683329,26.57788554,4.608701336,7.278492152
6338,13.35056913,33.34385029,17.38923989,5.306720268,42.08913209,26.5126735,4.533579601,7.426072986
6339,13.3399946,33.34385029,17.27742944,5.667908256,41.29148522,26.45696279,4.107896785,7.446105022
6340,13.19367606,33.34385029,17.1690009,5.438923423,40.66155334,26.87795826,3.713353202,7.466503332
6341,13.23840474,33.34385029,16.88611264,5.37716654,40.40084672,27.09034367,3.330941008,7.738746152
6342,13.4181656,33.38393865,16.89697346,5.759022139,40.25527583,27.34646917,2.910384167,8.382247909
6343,13.49646472,33.34385029,16.89316832,6.13704815,39.93899428,27.48328015,2.749138047,9.086679482
6344,13.44291635,33.34385029,17.07265416,7.011638325,39.52683747,27.48282373,2.71123293,9.236605437
6345,13.39149581,33.30474945,17.25836052,8.329141132,39.08246379,27.22786573,2.912538412,9.55370504
6346,13.45166161,33.34385029,17.31912607,9.263219311,38.60776627,27.32547529,2.52,10.50294892
6347,13.54378263,33.34385029,17.44110088,10.51861284,38.29130784,26.76360633,3.106359928,10.80335652
6348,13.37274841,33.30474945,17.49155316,11.64813461,37.6998139,26.0559521,3.028663071,10.57614523
6349,13.55998112,33.34385029,17.49684131,12.04637971,37.57228596,24.98491321,2.910384167,10.04275341
6350,13.65401274,33.34385029,17.59799443,11.173649,37.33835433,24.86885538,2.554606819,9.794238306
6351,13.90300802,33.34385029,17.87689816,9.956195257,36.89805111,25.06229934,3.130495168,8.995803466
6352,14.10988873,33.34385029,18.09068711,8.755004969,36.61046845,24.64025454,3.140496776,8.382809076
6353,14.31947485,33.34385029,18.08201759,7.793864253,36.32483933,24.41831182,3.030733245,8.278345728
6354,14.47543132,33.34385029,18.07794148,6.587323584,36.20121722,24.26668103,3.007882976,8.244371656
6355,14.71308751,33.34385029,18.18207117,4.570437178,35.76068098,24.10603244,2.766195944,8.391969495
6356,14.88294164,33.22556028,18.17853503,3.66746561,35.84109373,23.20130755,3.028663071,8.467859234
6357,15.00810448,33.22556028,18.21687833,2.186869909,35.71772893,21.72807216,3.026073363,9.256954143
6358,15.03472248,33.22556028,18.04251867,2.285047045,35.36101808,22.24215385,3.207680782,9.273200958
6359,15.20912989,33.26569693,18.04069356,2.42939334,34.96772912,22.75833386,2.970112456,10.14589572
6360,15.45944889,33.26569693,17.92874786,2.632,34.46807961,22.98464044,2.818419415,11.29174424
6361,15.58128929,33.22556028,17.75632755,2.338628658,34.00173172,23.40458348,2.812293015,11.38949692
6362,15.85789091,33.26569693,17.5872099,2.090833327,33.81996665,22.81558485,2.806711955,11.31615765
6363,16.0403591,33.26569693,17.03145889,2.749138047,33.59556637,22.68172833,3.132998564,11.1648047
6364,16.24704675,33.26569693,17.04204307,3.376758209,33.08538578,23.02587623,2.985383057,11.2481963
6365,16.48284636,33.26569693,16.695609,4.455080695,32.50244052,23.58158604,3.281141265,11.31601909
6366,16.61568223,33.26569693,16.24347549,6.658586036,32.25488193,23.39607352,3.581374038,11.19243745
6367,16.71241168,33.22556028,15.90439436,8.089238283,31.69619788,22.18519001,3.66190333,11.48314103
6368,16.76084771,33.18546959,15.401629,8.125405098,31.18279936,20.44,3.546175405,11.36634471
6369,16.83738507,33.18650907,15.23364697,8.706154145,30.47310893,19.76197075,3.563818177,11.18949507
6370,16.97058726,33.18650907,14.78665128,8.964373932,30.19833426,19.00249247,3.864,11.12921632
6371,17.0472867,33.18650907,14.62468707,9.12937413,29.97695221,18.60178056,4.380904016,10.96585245
6372,17.06677521,33.18650907,14.51707519,7.990946878,29.55532304,18.48008485,4.892554343,10.89124419
6373,16.96531992,33.14637114,14.8552073,6.655524021,29.28494822,18.28595089,5.071015677,10.96413645
6374,16.88425539,33.14637114,14.61986156,5.746484142,29.00367535,18.28895186,5.188695404,10.93148114
6375,16.89864373,33.14637114,14.22576367,4.939441264,28.95135009,17.7576521,5.077504899,10.9625632
6376,16.78973019,33.10627928,14.28274483,4.142864709,28.44998418,18.34288527,5.271441549,11.03072074
6377,16.63963461,33.14637114,14.00279972,3.954250371,28.20310338,18.72117774,5.154738403,11.26839119
6378,16.53508464,33.10627928,14.17508123,4.290126338,28.17890842,18.11190989,5.544282821,11.43291809
6379,16.42442864,33.10627928,14.33993696,5.051808389,28.31324778,17.38464058,5.869323641,11.59754457
6380,16.30071409,33.10627928,14.91377886,4.953705684,28.31740101,16.27520322,6.227089208,11.6964952
6381,16.21768122,33.10627928,15.57444471,4.548082673,28.16315664,15.17227999,6.424642558,11.9411383
6382,16.1397596,33.10627928,16.46638078,5.647399401,28.43145976,13.82655763,7.176963146,12.07900658
6383,16.1397596,33.14542502,16.80083998,5.715841845,28.7149522,12.1618025,7.788833032,12.29171298
6384,16.09374139,33.14542502,17.19646847,4.417970575,28.58332381,10.52114671,8.029119005,12.34707933
6385,16.17169082,33.10627928,17.36081288,3.979547713,28.61621918,9.412165744,7.622996786,12.54824928
6386,16.03410166,33.10627928,18.51060496,4.224196965,28.54423879,8.666983789,7.716832511,12.67753919
6387,15.76069237,33.10627928,19.75776506,4.516600492,28.3577387,7.136650195,7.88984157,12.75239397
6388,15.69139586,33.14542502,20.33424697,5.152304339,28.24671308,6.371707463,8.509420662,12.75239397
6389,15.60160402,33.06718204,20.97392515,5.548805998,28.24671308,6.007680418,8.886372488,12.90784816
6390,15.50138265,33.06718204,21.647966,5.745119668,28.33057656,7.00201571,9.25813977,13.10088852
6391,15.46745952,33.06718204,21.91918977,5.865314996,28.40839763,7.673839196,9.609834962,13.23366616
6392,15.28810256,33.06718204,22.00400982,6.406556641,28.28554401,8.87030101,9.838962547,13.30221034
6393,15.23364697,32.94789875,21.86224508,7.580712368,28.18736511,10.78708858,9.967528079,13.31917355
6394,15.33725399,33.06547492,21.0077639,7.683232653,28.21255323,11.17771784,9.846131423,13.07501067
6395,15.89186861,33.18348505,20.87268071,7.728202896,28.62016408,11.67838345,9.394824107,13.00406336
6396,15.93787941,33.22329496,20.95642412,8.017979795,28.41408214,13.16297839,9.154073192,12.93709086
6397,16.21768122,33.54007323,21.03946159,7,28.31147555,13.42517516,8.871361564,12.65612389
6398,17.50660675,33.81899301,20.99066459,6.217008927,28.24449256,13.20757358,8.771287705,12.3761267
6399,18.11667078,34.1342854,21.03282767,6.076193545,28.41496507,12.59390075,7.84399898,12.3220362
6400,17.6435552,34.05463093,21.03282767,4.481399781,28.46695432,11.15089234,7.489149484,12.04637971
6401,17.66709031,34.09406752,20.97721431,2.890923728,28.37012175,10.40530634,6.618669353,11.76853024
6402,17.6367108,34.17363007,20.65064067,2.392321049,28.4952521,10.28709483,5.426223733,11.48873814
6403,17.45916195,34.53089145,20.59490889,2.446116923,28.50284477,11.06832598,4.446273046,11.03555273
6404,17.43318766,34.80934955,20.62518848,2.431328855,28.31324778,11.56545754,3.781969857,10.5959932
6405,17.35765145,35.25109927,20.67189009,2.532413868,28.40768009,11.43785434,3.605373767,10.36968196
6406,17.23244753,35.25963857,20.88679889,3.496302046,28.66592904,10.77065049,3.590993177,10.02650248
6407,17.25645247,35.22132899,20.93868382,4.043262049,29.07796967,9.828757806,3.395743218,9.85615909
6408,17.15557052,35.71118727,21.04661493,4.244932979,29.4937173,8.933711435,3.456157404,9.91769328
6409,17.20585761,35.88044593,21.09885002,4.987773852,29.54534738,7.377136572,3.298300168,9.819340915
6410,16.86130149,36.03864326,21.10249123,5.159299177,29.48951705,6.534746514,3.29259047,9.634929787
6411,16.3698259,36.16334144,21.15836818,5.284513223,29.4652609,5.419284086,3.140496776,9.630697586
6412,16.03762177,36.04264585,21.32239986,6.043072066,29.55977916,3.261969957,3.105855116,9.697706121
6413,15.91267369,35.90731179,21.37153995,7.099642808,29.45120874,3.092194043,2.60505355,9.75188187
6414,15.61114884,35.5464163,21.37484129,7.738948766,29.44178364,4.253788899,2.641514717,9.730634512
6415,15.33970743,35.15074099,21.37153995,9.047076876,29.65975914,6.00480874,2.49749955,9.633627769
6416,15.11139014,34.98655742,20.80043846,10.76715598,29.93942471,7.884871591,2.446116923,9.421490328
6417,14.80985618,34.94561535,20.8620858,11.59957241,29.93942471,10.26038596,2.472258886,9.52
6418,14.66344789,34.54251409,21.04661493,12.13082025,29.8174628,12.19849171,2.362642588,9.6427382
6419,14.51729121,33.97958917,21.17873802,12.40118704,29.85981755,13.53393838,2.405393939,9.671152982
6420,14.2465805,33.77988514,21.29487901,12.11284013,29.91742021,14.34518456,2.757680185,9.942957307
6421,14.09087307,33.89670332,21.30430191,11.72367724,29.86695833,14.65071739,2.716432955,10.05164902
6422,13.98722617,33.660612,21.31430918,11.7077506,29.4154093,13.89984978,2.838929376,10.06910522
6423,13.69895529,33.10542675,21.30923255,11.61780702,29.34448091,12.63678187,3.010488332,10.20445393
6424,13.54459302,32.43618424,21.30923255,11.01507331,29.40191994,11.52471292,3.084578415,10.69878498
6425,13.44186654,32.05260177,21.31430918,10.46181323,29.2944773,10.33575542,2.757680185,11.12710277
6426,13.36817474,31.86867453,21.31430918,9.912632748,29.20956994,9.394824107,2.028406271,11.46359804
6427,13.24314162,31.74824669,21.3195317,8.971193009,28.85065434,9.09909534,2.302138137,11.79581214
6428,13.04451456,31.51088701,21.37528143,8.070996964,28.54506276,9.432800645,2.516886966,12.3253443
6429,12.86160425,31.54873208,21.37007253,7.043767174,28.85875119,9.57321597,2.585720789,13.00575134
6430,12.73122775,31.5866311,21.31430918,6.018111332,28.5152198,10.59347724,2.976440828,13.39524214
6431,12.63417587,31.77692849,21.37007253,5.613703234,28.63281698,10.74791589,3.05700507,13.6416046
6432,12.6060963,31.81514708,21.36500915,4.953705684,28.2839918,10.97657141,2.993774875,14.18525432
6433,12.68025993,32.04770943,21.37007253,4.047525664,28.16582894,11.68160537,3.080509049,14.63144012
6434,12.5276143,32.12277348,21.37007253,2.780330916,27.81853195,11.68469221,2.646851715,15.18994194
6435,12.42998182,32.20019478,21.43103245,2.67982089,27.49925032,12.15819197,2.569295623,15.60964215
6436,12.250184,32.3973431,21.43637283,2.976440828,27.65572346,11.75333144,3.097766938,16.17556874
6437,12.04742097,32.63219515,21.49758238,2.641514717,27.49970647,11.06393348,3.371646482,16.65639961
6438,12.00047466,32.75042595,21.54785112,2.392321049,27.33081133,10.51503457,3.790252762,17.19883903
6439,11.93365124,32.9070886,21.84897252,4.004685256,27.03750521,9.682657486,4.076861538,17.80280427
6440,11.83032307,32.94637582,21.78745474,5.602519433,26.53436956,9.074937796,4.47159211,18.22686018
6441,11.97195657,32.94637582,21.85492823,6.140879416,26.40220354,9.074937796,4.639896551,18.63815957
6442,12.00047466,32.94637582,21.85492823,6.265246364,26.23694129,9.615381012,5.041555316,19.13635618
6443,12.25479106,32.94637582,21.91060383,6.180583791,25.90688557,9.569939603,5.613703234,19.51196228
6444,12.48887889,32.86718193,22.08985287,6.164071382,25.6366263,9.758311329,5.936264145,20.06473045
6445,12.70620132,32.9070886,22.2694898,7.000895943,24.90659415,9.901712175,6.274249597,20.58737011
6446,12.6302038,32.94637582,22.26308155,8.176191779,24.6339538,10.30354347,6.043072066,21.01440573
6447,12.52448482,32.9070886,22.42378737,9.416163125,24.17656915,10.86298964,5.488285707,21.29325903
6448,12.47279792,32.86784982,22.70825894,10.29745444,23.71717352,11.69435009,5.188695404,21.72980405
6449,12.39739327,32.9070886,22.7639139,10.74339239,23.60531194,11.09210025,4.81730215,21.90910094
6450,12.10131365,32.94704211,22.7145416,10.34788481,23.27883021,10.55210008,4.594048324,22.49792595
6451,11.75853324,32.94704211,22.77658447,9.795999183,23.00264333,10.42337373,4.232725836,22.58959761
6452,11.56654209,32.94637582,22.66533847,9.147904678,22.54568624,10.14203135,3.559415682,22.60763765
6453,11.50169657,32.94704211,22.56744416,8.711555544,22.31078233,10.02462568,2.995345723,22.56987585
6454,11.53246548,32.98628175,22.61630562,8.711555544,21.7981034,10.29547473,2.454435984,23.109077
6455,11.42866571,32.98628175,22.86617904,8.565071395,21.50757262,10.68426581,2.456351766,23.40840191
6456,11.39816687,32.98628175,22.98443578,8.353202978,21.67554493,10.77661765,2.87842179,23.73237451
6457,11.45963071,32.98628175,23.00673293,8.064,21.45063169,10.45401664,3.045185052,24.10603244
6458,11.47070843,32.98628175,22.99916659,8.294808015,20.94467379,10.24126555,3.294494802,24.60841612
6459,11.50292345,32.98628175,23.00673293,9.467975496,20.83207527,10.24692891,3.369320406,25.16812206
6460,11.69314329,32.98628175,23.00673293,10.39867376,20.88807507,10.08311063,3.48866966,25.40802141
6461,11.69314329,32.98628175,23.05466339,10.77327063,20.38776888,10.18969205,3.701511043,25.70454901
6462,11.66790607,32.98628175,22.92890577,10.65546245,19.7718863,10.3387891,3.492712413,26.2642388
6463,11.83708072,32.98628175,22.99173417,11.02745084,19.65990844,10.01899316,3.602328136,26.94973454
6464,11.73223389,32.9065168,22.99916659,11.28729977,19.32292152,9.386809469,3.477415132,27.06839811
6465,11.51069068,32.9458999,22.99173417,11.49965147,18.70433533,9.429641775,3.286870852,27.2540557
